target,shape,surface,color
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
edible,flat,fibrous,red
poisonous,flat,smooth,buff
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
edible,flat,scaly,brown
poisonous,flat,scaly,yellow
edible,convex,smooth,buff
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
edible,flat,fibrous,red
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,smooth,gray
poisonous,convex,scaly,yellow
poisonous,flat,smooth,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
edible,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
edible,flat,scaly,brown
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
edible,knobbed,scaly,buff
poisonous,convex,scaly,yellow
poisonous,convex,scaly,brown
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,smooth,white
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
edible,flat,scaly,brown
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
edible,flat,fibrous,cinnamon
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,smooth,gray
edible,flat,smooth,brown
poisonous,convex,scaly,brown
poisonous,convex,smooth,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
edible,convex,smooth,buff
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
edible,convex,scaly,purple
edible,flat,scaly,buff
poisonous,flat,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,flat,smooth,buff
poisonous,flat,smooth,white
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,yellow
edible,flat,fibrous,gray
edible,convex,scaly,purple
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
edible,flat,fibrous,red
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,white
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,brown
edible,flat,scaly,buff
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,gray
poisonous,flat,smooth,buff
edible,flat,fibrous,red
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
edible,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,smooth,white
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
edible,flat,scaly,purple
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
edible,flat,scaly,brown
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,smooth,white
edible,flat,scaly,red
edible,convex,scaly,purple
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
edible,flat,smooth,pink
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
edible,flat,scaly,brown
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,smooth,gray
poisonous,flat,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,white
poisonous,convex,fibrous,yellow
poisonous,flat,smooth,buff
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,smooth,pink
poisonous,flat,smooth,buff
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
edible,flat,scaly,purple
poisonous,convex,fibrous,yellow
edible,flat,fibrous,red
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
edible,flat,scaly,brown
poisonous,convex,scaly,yellow
edible,flat,fibrous,red
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,fibrous,pink
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
edible,convex,smooth,pink
poisonous,flat,fibrous,yellow
poisonous,convex,smooth,pink
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
edible,flat,fibrous,red
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
edible,flat,scaly,brown
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
edible,flat,fibrous,gray
poisonous,convex,smooth,gray
poisonous,convex,scaly,brown
poisonous,flat,smooth,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,scaly,gray
edible,flat,scaly,red
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
edible,flat,scaly,brown
poisonous,flat,scaly,gray
poisonous,knobbed,fibrous,brown
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,flat,smooth,white
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
edible,convex,scaly,red
poisonous,flat,scaly,yellow
poisonous,bell,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,convex,smooth,gray
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
edible,knobbed,scaly,red
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
edible,knobbed,scaly,brown
poisonous,convex,smooth,white
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,bell,smooth,buff
poisonous,convex,smooth,white
edible,flat,scaly,red
poisonous,bell,smooth,white
edible,flat,scaly,pink
poisonous,convex,smooth,white
edible,knobbed,scaly,brown
poisonous,convex,scaly,yellow
poisonous,flat,smooth,buff
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
edible,knobbed,smooth,red
edible,flat,scaly,brown
edible,flat,smooth,buff
poisonous,convex,scaly,yellow
edible,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,smooth,gray
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,flat,fibrous,gray
edible,flat,scaly,brown
edible,flat,scaly,red
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
edible,flat,fibrous,red
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,bell,scaly,white
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,scaly,yellow
edible,flat,scaly,pink
poisonous,convex,smooth,white
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,smooth,buff
poisonous,convex,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,yellow
edible,convex,scaly,green
edible,flat,scaly,white
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,flat,scaly,yellow
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
edible,flat,smooth,red
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,smooth,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,smooth,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,smooth,white
poisonous,flat,scaly,gray
edible,flat,scaly,red
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
edible,knobbed,smooth,buff
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
edible,convex,fibrous,brown
edible,convex,scaly,red
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,smooth,gray
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,brown
edible,knobbed,smooth,buff
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,gray
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,yellow
edible,knobbed,smooth,pink
poisonous,flat,scaly,brown
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,smooth,buff
edible,flat,smooth,buff
poisonous,flat,smooth,white
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,smooth,buff
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,flat,smooth,gray
edible,flat,smooth,buff
edible,convex,smooth,pink
edible,knobbed,smooth,brown
poisonous,flat,scaly,pink
poisonous,flat,scaly,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,flat,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
edible,flat,scaly,purple
poisonous,flat,fibrous,gray
poisonous,convex,scaly,brown
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
edible,flat,smooth,buff
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
edible,convex,smooth,brown
poisonous,flat,fibrous,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,brown
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,bell,smooth,buff
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
edible,flat,scaly,purple
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
edible,convex,scaly,red
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,flat,scaly,gray
edible,knobbed,smooth,buff
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,smooth,white
poisonous,convex,smooth,gray
poisonous,flat,scaly,yellow
edible,flat,scaly,purple
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,yellow
poisonous,convex,smooth,gray
poisonous,flat,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,convex,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,flat,smooth,buff
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,red
edible,knobbed,scaly,buff
edible,flat,scaly,buff
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,flat,scaly,gray
poisonous,convex,smooth,buff
poisonous,flat,scaly,yellow
poisonous,convex,smooth,white
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,gray
poisonous,convex,smooth,white
poisonous,flat,smooth,buff
poisonous,convex,smooth,white
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,gray
edible,convex,scaly,white
edible,convex,smooth,red
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,scaly,brown
poisonous,convex,scaly,gray
poisonous,flat,fibrous,gray
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,yellow
edible,flat,fibrous,red
poisonous,convex,scaly,yellow
poisonous,flat,scaly,yellow
poisonous,flat,fibrous,gray
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,knobbed,fibrous,yellow
poisonous,flat,fibrous,yellow
edible,knobbed,fibrous,cinnamon
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,convex,scaly,gray
poisonous,flat,fibrous,yellow
poisonous,flat,scaly,yellow
poisonous,convex,fibrous,yellow
poisonous,flat,fibrous,yellow
poisonous,convex,scaly,yellow
poisonous,bell,scaly,pink
edible,knobbed,scaly,pink
poisonous,convex,scaly,yellow
poisonous,convex,fibrous,yellow
edible,knobbed,scaly,buff
poisonous,flat,scaly,yellow
poisonous,convex,smooth,white
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,grooves,white
poisonous,convex,smooth,gray
edible,flat,scaly,cinnamon
poisonous,convex,scaly,gray
poisonous,flat,scaly,yellow
poisonous,flat,scaly,yellow
edible,flat,scaly,pink
poisonous,convex,smooth,buff
poisonous,convex,smooth,gray
poisonous,convex,scaly,red
edible,knobbed,scaly,cinnamon
poisonous,convex,smooth,white
poisonous,convex,smooth,white
poisonous,flat,smooth,buff
poisonous,flat,smooth,buff
edible,knobbed,scaly,cinnamon
poisonous,convex,scaly,gray
poisonous,flat,smooth,white
poisonous,flat,smooth,gray
poisonous,conical,grooves,white
poisonous,convex,smooth,gray
poisonous,bell,grooves,white
poisonous,convex,smooth,buff
poisonous,flat,smooth,white
poisonous,bell,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
edible,knobbed,smooth,brown
edible,knobbed,scaly,buff
poisonous,flat,smooth,white
poisonous,flat,smooth,buff
poisonous,flat,scaly,yellow
poisonous,convex,scaly,gray
poisonous,flat,smooth,buff
poisonous,convex,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,fibrous,gray
edible,convex,smooth,red
poisonous,convex,scaly,brown
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,brown
edible,flat,fibrous,brown
poisonous,convex,scaly,brown
edible,convex,smooth,buff
edible,flat,scaly,brown
poisonous,flat,scaly,yellow
poisonous,flat,scaly,buff
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,smooth,buff
poisonous,convex,smooth,buff
poisonous,flat,scaly,yellow
poisonous,flat,smooth,gray
poisonous,convex,scaly,brown
poisonous,convex,smooth,buff
poisonous,flat,fibrous,brown
edible,convex,scaly,red
poisonous,flat,smooth,buff
poisonous,flat,smooth,white
edible,knobbed,scaly,red
poisonous,convex,fibrous,yellow
poisonous,convex,fibrous,brown
edible,convex,scaly,brown
poisonous,convex,scaly,gray
poisonous,flat,smooth,buff
poisonous,flat,smooth,buff
poisonous,flat,scaly,yellow
poisonous,flat,scaly,yellow
edible,convex,smooth,pink
edible,flat,smooth,pink
poisonous,bell,scaly,white
edible,convex,scaly,cinnamon
edible,flat,smooth,brown
poisonous,convex,smooth,buff
poisonous,convex,smooth,gray
poisonous,flat,scaly,yellow
poisonous,convex,smooth,buff
poisonous,convex,smooth,white
edible,flat,scaly,cinnamon
poisonous,convex,scaly,red
poisonous,flat,fibrous,yellow
edible,convex,scaly,white
poisonous,convex,scaly,yellow
poisonous,flat,scaly,pink
poisonous,flat,smooth,gray
poisonous,convex,scaly,brown
edible,knobbed,smooth,pink
poisonous,convex,scaly,brown
poisonous,convex,scaly,gray
poisonous,flat,smooth,buff
edible,knobbed,scaly,pink
poisonous,convex,fibrous,yellow
poisonous,flat,scaly,gray
poisonous,flat,fibrous,gray
poisonous,convex,smooth,buff
poisonous,convex,scaly,brown
poisonous,convex,scaly,yellow
poisonous,flat,fibrous,yellow
poisonous,flat,fibrous,brown
edible,knobbed,smooth,buff
poisonous,flat,scaly,yellow
poisonous,convex,scaly,red
poisonous,convex,smooth,gray
edible,flat,smooth,brown
poisonous,convex,scaly,gray
poisonous,convex,scaly,brown
poisonous,convex,smooth,gray
poisonous,convex,smooth,gray
poisonous,flat,scaly,pink
edible,knobbed,scaly,buff
poisonous,convex,smooth,white
poisonous,convex,scaly,brown
edible,knobbed,scaly,brown
poisonous,flat,scaly,yellow
edible,convex,scaly,pink
poisonous,flat,smooth,gray
edible,convex,smooth,pink
poisonous,bell,scaly,brown
poisonous,flat,smooth,buff
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,smooth,buff
poisonous,convex,scaly,brown
edible,knobbed,scaly,pink
edible,knobbed,fibrous,cinnamon
poisonous,convex,scaly,yellow
edible,convex,smooth,brown
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
poisonous,flat,smooth,gray
poisonous,knobbed,scaly,white
edible,knobbed,fibrous,brown
poisonous,knobbed,fibrous,yellow
poisonous,flat,smooth,white
poisonous,flat,scaly,yellow
poisonous,flat,scaly,yellow
edible,knobbed,smooth,buff
poisonous,flat,scaly,yellow
poisonous,convex,scaly,brown
poisonous,convex,scaly,yellow
poisonous,convex,scaly,yellow
poisonous,bell,scaly,white
poisonous,flat,scaly,yellow
poisonous,convex,smooth,white
poisonous,convex,smooth,buff
edible,knobbed,scaly,buff
poisonous,flat,scaly,yellow
poisonous,convex,smooth,buff
poisonous,bell,scaly,buff
poisonous,convex,smooth,white
edible,knobbed,smooth,brown
poisonous,flat,smooth,gray
poisonous,convex,fibrous,yellow
poisonous,flat,smooth,gray
poisonous,flat,scaly,yellow
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,buff
edible,flat,smooth,red
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
poisonous,convex,smooth,white
edible,knobbed,smooth,brown
poisonous,flat,scaly,gray
edible,convex,smooth,buff
poisonous,flat,smooth,white
edible,knobbed,fibrous,brown
poisonous,convex,scaly,brown
poisonous,flat,smooth,white
poisonous,convex,smooth,gray
poisonous,knobbed,scaly,yellow
poisonous,flat,smooth,white
poisonous,flat,fibrous,yellow
edible,knobbed,scaly,pink
poisonous,flat,scaly,white
poisonous,flat,smooth,buff
edible,flat,scaly,white
edible,convex,scaly,green
edible,convex,smooth,buff
poisonous,flat,smooth,gray
poisonous,convex,scaly,red
poisonous,flat,scaly,yellow
poisonous,flat,smooth,gray
poisonous,flat,smooth,buff
edible,flat,smooth,red
poisonous,convex,scaly,red
poisonous,flat,fibrous,gray
poisonous,flat,scaly,yellow
edible,convex,smooth,brown
poisonous,flat,smooth,gray
poisonous,convex,scaly,brown
poisonous,flat,smooth,white
edible,convex,fibrous,cinnamon
poisonous,flat,smooth,gray
poisonous,flat,fibrous,gray
edible,convex,scaly,green
poisonous,convex,fibrous,yellow
poisonous,convex,scaly,brown
poisonous,convex,scaly,brown
edible,flat,scaly,red
poisonous,convex,smooth,gray
edible,knobbed,scaly,brown
edible,flat,scaly,red
poisonous,convex,scaly,brown
poisonous,bell,scaly,brown
poisonous,convex,scaly,brown
