RAh RAm RAs DEd DEm DEs GLON GLAT F12 F25 F60 F100 CZ D LIR1 LIR2
16 47 29.8 -29 21 17 352.31 10.13 0.11 0.61 9.56 12.17 6335 91.55 11.24 11.29
16 51 6.7 -58 59 38 329.78 -9.27 1.94 3.53 29.97 47.55 1560 19.04 10.39 10.54
16 52 46.1 -59 13 0 329.74 -9.57 3.11 7.48 49.07 86.06 1482 18.02 10.58 10.73
16 52 58.6 2 24 3 20.73 27.29 0.59 3.55 22.94 26.49 7298 103.86 11.73 11.85
16 54 24.2 -9 53 22 9.5 20.5 0.27 0.49 5.32 11.65 6755 96.87 11.15 11.24
16 58 30.8 58 56 19 88.01 37.43 0.47 0.62 9.24 23.11 5637 79.78 11.26 11.32
17 17 0.3 -62 49 13 328.49 -14.05 1.71 3.25 16.72 42.45 1110 13.11 9.94 10.09
17 14 20.5 53 10 34 80.61 35.75 0.24 0.65 6.07 7.9 15212 204.26 11.77 11.89
17 16 36.3 -10 20 40 12.24 15.67 0.63 2.12 15.18 19.02 5197 75.84 11.27 11.42
17 23 21.4 0 17 0 22.22 19.36 0.2 1.61 32.13 36.08 12852 175.68 12.35 12.39
17 26 43.7 -59 55 56 331.65 -13.51 0.33 1.35 9.53 11.05 6215 88.8 11.21 11.34
17 47 6.9 -64 38 17 328.55 -17.84 0.27 1.27 8.82 11.38 307 1.69 7.72 7.85
17 49 6.6 13 19 56 38.18 19.74 0.15 0.5 7.1 9.81 4881 70.98 10.9 10.95
17 49 27.9 70 8 35 100.57 30.64 1.08 1.06 10.08 29.29 -18 3.75 8.69 8.78
17 54 51.7 34 46 35 60.52 26.02 0.51 0.69 5.84 12.78 4843 69.92 10.91 11.04
17 56 55.2 24 1 3 49.5 22.16 0.18 0.56 6.24 10.55 5944 84.56 11.04 11.13
18 0 32 -4 0 55 23.45 9.42 0.22 1.14 27.69 33.1 3968 58.62 11.31 11.35
18 11 37.3 1 31 40 29.73 9.55 0.3 0.81 7.73 15.64 8662 120.21 11.49 11.58
18 13 38.6 -57 43 36 336.54 -17.91 1.01 3.55 20.2 27.54 5188 74.12 11.39 11.55
18 11 51 14 58 53 42.15 15.41 0.91 1.73 14.57 26.03 2286 35.94 10.66 10.8
18 14 17.4 -60 5 30 334.27 -18.88 0.41 1.02 5.69 9.51 3159 43.6 10.41 10.58
18 12 55.2 68 21 47 98.47 28.6 0.31 0.97 6.78 12.01 6234 86.42 11.1 11.23
18 16 39.6 22 6 44 49.43 17.23 0.3 0.55 6.25 11.94 5599 79.74 11.01 11.11
18 19 47.4 74 34 9 105.54 28.17 1.26 1.42 12.02 31.63 1485 21.85 10.26 10.37
18 32 40.2 -34 11 26 0.15 -11.3 1.14 3.98 35.71 53.38 5449 77.76 11.69 11.81
18 33 35.6 59 53 20 89.31 25.42 0.36 1.05 8.98 14.2 8684 118.38 11.48 11.6
18 38 26.5 -57 29 24 338 -20.94 0.38 1.33 14.04 25.31 4813 68.57 11.22 11.3
18 43 12.1 60 39 13 90.4 24.4 0.55 1.32 10.05 20.05 3933 56.64 10.93 11.05
19 1 41.5 40 44 46 71.17 15.51 0.33 0.76 6.97 11.91 4545 64.81 10.85 10.97
19 9 45.9 -63 51 27 332.22 -26.15 2.97 3.46 18.92 70.21 841 9.9 9.9 9.99
19 8 16 50 56 0 81.5 18.23 0.54 1.33 6.62 12.44 2416 31.31 10.21 10.39
19 11 22.5 -57 2 59 339.7 -25.13 0.94 0.98 9.79 27.14 3142 43.93 10.8 10.89
19 14 30.7 -21 19 8 16.07 -14.42 0.18 0.51 6.38 9.37 14608 196.19 11.77 11.87
19 11 1.4 73 25 10 104.72 24.54 0.43 1.42 7.58 10.77 7533 102.69 11.26 11.43
19 32 22.1 -4 0 2 34.02 -10.93 0.1 0.69 7.32 8.62 25700 338.24 12.31 12.37
19 43 53.9 -70 37 58 324.79 -29.81 0.75 0.87 7.36 17.91 3452 47.85 10.7 10.83
19 43 33.6 -58 39 22 338.58 -29.59 1.27 3.55 18.2 32.6 2031 27.37 10.52 10.69
19 42 38.4 -10 19 28 29.35 -16 0.92 1.04 6.53 19.67 1559 24.04 10.13 10.25
19 42 58.6 45 17 54 78.69 10.63 0.37 0.87 8.84 15.43 818 15.9 9.73 9.83
19 44 56.8 -14 48 24 25.34 -18.4 0.25 2.46 47.63 95.42 -56 0.54 7.55 7.58
19 43 40.8 56 6 37 88.63 15.45 0.51 0.64 5.82 15.16 3386 49 10.65 10.75
19 54 33.5 -12 34 2 28.51 -19.6 0.65 1.37 11.16 16.82 1611 24.55 10.18 10.32
19 56 35.4 11 19 3 50.61 -8.93 0.08 0.77 6.18 6.22 19402 256.71 11.98 12.04
19 57 37.5 -37 56 10 2.47 -28.7 0.36 1.2 5.96 9.27 5722 79.84 10.95 11.12
20 23 56.8 -43 59 46 356.44 -34.63 0.26 0.65 5.24 6.74 2921 41.26 10.28 10.42
20 25 5.9 -24 48 32 18.85 -30.82 1.19 1.94 14.14 29.59 3160 45.08 10.89 11.03
20 28 34.4 25 43 54 67 -7.57 0.52 1.09 9.93 17.36 4259 59.65 10.94 11.06
20 30 47.7 -47 28 23 352.3 -36.07 0.3 1.34 9.17 13.76 1800 24.95 10.1 10.23
20 33 4.8 -2 1 39 43.23 -23.44 0.63 1.03 7.09 14.38 5970 81.94 11.11 11.26
20 34 52.6 60 9 12 95.72 11.67 12.11 20.7 129.78 290.69 53 5.32 10.01 10.16
20 37 18.6 25 31 42 68 -9.29 0.26 0.71 5.93 8.95 10067 134.85 11.41 11.54
20 37 13.9 66 6 20 100.9 14.85 1.34 2.16 16.24 41.77 1464 23.99 10.46 10.57
20 52 3.5 -57 4 3 339.99 -38.74 1.11 3.94 5.87 4.25 3380 47.19 10.47 10.85
20 57 23.3 17 7 34 63.93 -18.06 0.26 2.3 12.65 11.76 10810 144.1 11.77 11.87
20 58 27.4 -42 38 57 358.64 -40.8 0.28 1.87 12.19 10.31 12940 172.76 11.92 12
21 4 11.2 -43 35 34 357.4 -41.85 0.42 0.81 8.55 12.6 5208 71.98 11 11.13
21 11 29.3 58 23 4 97.31 6.93 0.15 0.82 7.94 11.08 11705 155.72 11.65 11.75
21 22 33.5 -36 40 44 7.05 -45.21 0.33 0.77 6.59 12 2708 37.98 10.37 10.49
21 35 43.9 -63 54 8 329.35 -41.81 0.71 0.87 5.84 16.4 3109 32.84 10.33 10.45
21 36 28.4 -54 33 30 341.3 -45.38 0.43 0.76 8.15 19.74 857 7.65 9.15 9.22
21 36 10.8 -38 32 38 4.42 -47.94 0.28 0.87 6.27 8.69 5714 77.99 10.93 11.07
21 48 19.6 -34 57 5 9.94 -50.35 0.58 2.16 16.71 25.89 4824 65.99 11.23 11.35
22 2 2.2 -31 52 9 15.13 -53.07 0.42 0.88 5.76 12.42 2603 36.16 10.31 10.45
22 4 35.1 42 19 33 92.9 -10.61 0.13 0.76 9.59 14.62 4323 58.97 10.88 10.94
22 8 34.4 -57 26 35 334.82 -48.36 1 1.51 9.8 27.72 1690 16.66 9.96 10.07
22 7 52.4 31 21 38 86.51 -19.71 0.62 0.69 6.05 20.76 1051 17.02 9.85 9.9
22 14 40.2 -27 27 49 23.13 -55.32 0.44 0.58 5.58 12.48 5247 70.88 10.9 11.02
22 16 10 -36 50 35 6.5 -55.93 1.18 2.4 19.39 37.29 3398 46.7 11.03 11.16
22 19 28 29 23 43 87.36 -22.79 0.4 0.53 6.65 13.44 4583 61.8 10.83 10.93
22 31 27.4 -19 1 55 39.55 -56.92 0.27 0.91 5.42 9.64 7507 99.73 11.13 11.27
22 37 4.6 34 24 56 93.72 -20.72 3.94 5.92 45 110.16 836 14.71 10.46 10.58
22 38 40.8 -25 51 5 27.75 -60.35 0.46 0.63 6.03 11.78 3393 46.16 10.52 10.65
22 41 12.3 34 14 59 94.41 -21.31 0.37 0.82 8 15.58 6413 85.21 11.18 11.29
22 49 39.6 -48 51 1 341.95 -58.02 0.1 1.17 7.24 7.92 12839 170.03 11.67 11.78
22 51 49 -17 52 27 45.18 -60.95 0.09 0.54 5.54 4.64 23170 301.83 12.09 12.11
22 56 35.4 -37 1 54 3.46 -63.86 0.66 0.69 6.67 16.07 1446 19.79 9.89 10.01
23 0 2.7 15 58 47 87.56 -39.12 0.45 0.77 8.88 17.89 2200 30.4 10.33 10.43
23 1 58.4 15 58 11 88.06 -39.38 0.26 0.67 5.47 8.14 1968 27.44 9.96 10.1
23 3 15.5 8 52 25 83.1 -45.47 1.59 5.96 27.33 35.16 4922 65.23 11.4 11.59
23 4 57.7 12 19 29 86.28 -42.84 1.37 3.86 14.93 26.73 2364 32.36 10.58 10.79
23 4 55.2 19 33 1 91.16 -36.66 0.19 0.54 7.19 11.73 7524 98.96 11.23 11.31
23 9 46.1 -43 25 43 347.84 -63.8 0.58 1.93 10.14 16.57 1649 22.34 10.07 10.23
23 10 32 67 39 40 113.55 6.65 0.44 1.94 7.64 8.26 1478 23.26 9.94 10.13
23 14 43.3 4 32 0 82.84 -50.65 1.52 2.09 20.08 41.87 2663 30.09 10.69 10.81
23 15 46.6 -59 3 14 323.73 -54.04 0.35 1.64 10.94 10.68 13403 177.75 11.89 12
23 16 9.5 -42 35 9 348.15 -65.23 3.76 11.92 77.37 102.92 1585 21.44 10.88 11.03
23 16 1.7 25 33 33 97.3 -32.52 0.34 1.95 9.06 11.99 8241 108.19 11.37 11.54
23 18 22.2 -42 22 19 348.08 -65.69 2.3 7.39 52.2 82.86 1575 21.29 10.73 10.87
23 18 15.7 6 35 6 85.76 -49.44 0.28 1.27 7.87 14.87 4961 65.49 10.94 11.05
23 18 22.2 -4 24 56 74.49 -58.24 0.26 0.97 8.05 10.58 7242 95.13 11.21 11.33
23 18 55.5 -42 14 17 348.23 -65.85 0.69 0.89 7.69 20.79 1596 21.58 10.06 10.16
23 19 20.6 -42 15 25 348.09 -65.91 0.74 0.77 6.39 18.31 1654 22.38 10.04 10.14
23 20 30 17 13 34 93.91 -40.47 0.61 1.04 8.64 18.51 1611 22.73 10.08 10.2
23 21 5 -69 12 49 314.22 -45.88 0.2 0.45 5.7 9.9 12460 166.27 11.61 11.7
23 27 56.9 8 46 46 90.63 -48.79 0.68 1.92 5.36 8.33 8688 113.64 11.22 11.5
23 28 27 22 25 9 98.88 -36.55 0.63 1.16 6.98 14.84 3482 46.49 10.61 10.77
23 28 47 3 30 46 86.68 -53.44 0.5 1.12 7.4 10.71 5143 67.7 10.88 11.05
23 36 14.2 2 9 17 88.22 -55.56 0.47 2.88 11.16 12.26 2858 38.16 10.53 10.72
23 39 1.7 36 21 14 107 -24.27 0.09 0.94 7.44 9.01 19330 251.84 12.04 12.13
23 42 2.2 -3 36 48 84.74 -61.23 0.41 1.06 5.39 8.26 6966 91.19 11.02 11.21
23 46 5.8 53 14 0 113.13 -8.39 0.17 0.74 5.66 9.01 10233 134.78 11.4 11.51
23 47 1.3 29 28 11 106.51 -31.34 0.59 0.83 5.79 11.58 5118 67.46 10.84 11.01
23 51 24.7 20 6 39 104.26 -40.57 0.99 2.17 19.67 40.12 4336 57.11 11.23 11.34
23 51 26.1 20 35 8 104.46 -40.12 0.52 2.54 18 22.7 5371 70.46 11.28 11.41
23 57 48.5 -32 35 28 4.52 -77.17 1.32 1.67 18.14 54.07 230 3.1 8.79 8.84
0 1 40.7 23 29 37 108.42 -37.97 0.46 0.83 6.41 14.11 4534 59.62 10.81 10.93
